0.000000000000000000e+00,5.625000000000000000e-01,3.432942708333333037e-01,4.908854166666667407e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.125000000000000000e-01,9.062500000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,5.579427083333333703e-01
2.395833333333332593e-01,0.000000000000000000e+00,3.886718750000006661e-02,9.505208333333337034e-02,4.322916666666667407e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.505208333333337034e-02,2.812500000000001110e-01,0.000000000000000000e+00,2.395833333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.859375000000000000e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.395833333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.541666666666667407e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.104166666666667407e-01,0.000000000000000000e+00,8.131510416666687391e-02,2.044270833333332593e-01,3.072916666666667407e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.005208333333333703e-01,3.411458333333332593e-01,1.458333333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-01,1.243489583333333703e-01
2.395833333333332593e-01,0.000000000000000000e+00,3.886718750000017764e-02,9.505208333333337034e-02,4.322916666666667407e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.505208333333337034e-02,2.812499999999998890e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.859375000000000000e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.072916666666667407e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,3.411458333333333703e-01,1.458333333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.281250000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.812500000000001110e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.082031250000000666e-01,4.908854166666667407e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.712239583333333703e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.302083333333333259e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.304687500000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.125000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.625000000000000000e-01,3.432942708333335258e-01,0.000000000000000000e+00,6.614583333333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.778645833333332593e-01,7.369791666666667407e-01,3.125000000000000000e-01,2.395833333333333703e-01,3.750000000000000000e-01,0.000000000000000000e+00,5.579427083333333703e-01
0.000000000000000000e+00,3.281250000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.083333333333333703e-01,0.000000000000000000e+00,1.082031250000000666e-01,2.890625000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.721354166666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.712239583333333703e-01
0.000000000000000000e+00,3.281250000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
