0.000000000000000000e+00,0.000000000000000000e+00,4.388020833333333703e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333333332593e-01
0.000000000000000000e+00,0.000000000000000000e+00,4.388020833333332593e-01,1.640625000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.083333333333333703e-01,6.250000000000000000e-01,0.000000000000000000e+00
1.640625000000000000e-01,0.000000000000000000e+00,2.018229166666666297e-01,1.640625000000000000e-01,2.937499999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.395833333333333703e-01,0.000000000000000000e+00,2.395833333333332593e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.018229166666666297e-01,5.859375000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.437500000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.937500000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.395833333333333703e-01,0.000000000000000000e+00,2.395833333333332593e-01
4.609375000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.046875000000000888e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.640624999999998890e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.937499999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.018229166666666297e-01,6.484375000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-01,0.000000000000000000e+00
4.609375000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.640625000000000000e-01,4.046875000000000888e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.104166666666667407e-01,0.000000000000000000e+00,5.208333333333333703e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.018229166666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
